Student_ID,Subject,Assignment_Name,Due_Date,Status,Grade_Feedback,Guardian_Signature
S06472,Math,Model Himself Environment Most.,2024-12-24,Done,B-,-
S11846,Math,Until Arrive Growth.,2024-12-09,Pending,B-,No
S08832,Science,Design Onto Letter.,2024-10-14,Done,A+,Yes
S07964,Geography,Your Call.,2024-08-12,Not Done,F,Yes
S09077,Math,Prepare Must Perform.,2025-02-08,Pending,A+,Yes
S01018,History,Record Year Carry.,2024-10-05,Pending,D,No
S07659,History,Identify Skin Purpose.,2024-12-26,Done,C-,Yes
S11004,Geography,Car.,2024-12-17,Done,A,Yes
S01237,Math,Oil Hear North.,2025-02-04, Done ,C,No
S01395,Science,Carry Be Again Wear.,2025-03-08,Not Done,D,Yes
S00079,Math,Here Matter Since.,2024-10-02,Not Done,D,-
S00244,English,Son Along.,2024-09-10, Done ,B,No
S03773,Science,Civil Various.,2025-02-13,Not Done,C,No
S00515,Geography,Keep Determine Trade.,2024-10-25,Not Done,D,No
S11309,Science,Court Treatment.,2025-01-07, Done ,D,-
S10264,English,Face Heart Prepare.,2024-11-21,Not Done,B,Yes
S07787,Math,Many Remain Try According.,2024-11-19,Done,B-,No
S06903,Science,Dark Leg Memory.,2025-02-25,Done,A,-
S08661,Math,Section Identify Politics Human.,2024-12-04,Not Done,A,-
S03020,Science,Huge Pass Tend.,2025-01-27,Done,C,Yes
S09222,History,Wind.,2024-12-31,Not Done,C-,-
S10652,Science,Himself Key.,2024-11-27,Not Done,A+,Yes
S03184,Arabic,Eight Visit Sometimes.,2024-11-28,Not Done,C-,Yes
S05384,English,Show Sell.,2024-10-13,Done,C,Yes
S03436,Arabic,Big Those.,2024-09-28, Done ,C-,No
S01838,Science,Of Join Along.,2025-01-30,Not Done,F,No
S11808,History,Affect Ask.,2024-11-30,Not Done,B,Yes
S03745,History,Firm Resource.,2025-01-24,Done,A+,Yes
S11126,Arabic,Up Mean Financial Here.,2025-01-05, Done ,A,-
S04130,Geography,Believe Avoid Identify.,2025-03-03,Done,C-,Yes
S09752,Geography,Weight Record.,2024-11-20,Done,D,-
S05986,History,Role Face Manage.,2025-01-23, Done ,A+,No
S08041,Geography,Less Hard Population.,2024-12-11, Done ,C-,Yes
S09766,Math,Song Discuss.,2024-11-05,Done,C,-
S08284,Arabic,Investment How Memory She.,2025-01-05,Not Done,D,No
S08628,Math,Gas.,2024-11-26, Done ,A,Yes
S00235,English,Program Peace Career.,2025-01-29,Not Done,D,Yes
S07297,English,There.,2024-10-05,Not Done,B,Yes
S11539,Geography,Table Democrat.,2025-02-05,Pending,A,Yes
S06736,English,Raise Ball Already.,2024-11-13,Not Done,C-,-
S02652,English,Wife.,2025-01-29,Not Done,A,-
S11010,Geography,Democratic Few.,2024-10-13, Done ,A+,-
S12025,Geography,Build Machine Hundred.,2024-09-25,Not Done,A+,-
S10396,History,Gun.,2024-09-29,Done,B-,Yes
S02598,Math,Natural Analysis Lot.,2025-01-23,Done,B,Yes
S06712,English,Bank Small.,2024-10-17,Not Done,A+,-
S10841,Arabic,Until.,2024-11-15,Pending,A,No
S00612,Science,Produce Support.,2024-12-27,Not Done,C,-
S03546,Science,Build Back.,2024-02-10,Not Done,B-,No
S07504,Math,Authority Dark.,2024-12-25, Done ,B-,-
S04155,Math,Find Particularly Indeed Be.,2024-10-20,Done,C,-
S04012,Arabic,Indeed Mind Mrs.,2024-10-12,Done,A,Yes
S02691,English,Stop Speak.,2025-01-18,Pending,A+,-
S09740,Geography,Small Mrs State Table.,2024-11-06,Not Done,B,Yes
S07572,Geography,Both Attack.,2024-09-15,Done,A,Yes
S05774,English,Past Reduce Assume.,2025-02-21,Done,D,-
S03950,Science,Usually Writer Yard.,2025-01-20,Done,B,-
S00734,Math,Professor Through.,2024-10-12,Pending,A+,No
S11678,Science,Option Run Drug.,2024-10-11,Done,A+,Yes
S11739,Arabic,All Dog Talk.,2024-12-02,Done,B-,Yes
S07502,Geography,Business Quickly Health.,2025-01-17,Not Done,A,No
S11133,Geography,Surface.,2024-11-08,Done,A+,-
S00692,Geography,Professor.,2025-02-27,Not Done,B,Yes
S09010,Math,Seven Control.,2025-02-21,Done,C,Yes
S07324,Math,Form After Wide.,2025-03-05,Pending,C,-
S02200,Math,Like Agent.,2025-03-08,Pending,C-,No
S11741,Geography,Rise Security Yes.,2024-10-17,Done,A+,-
S02569,Math,Choice Us.,2025-02-04, Done ,F,Yes
S11089,History,Test Size.,2024-12-25,Not Done,B,-
S04526,History,Job Impact.,2024-11-21, Done ,C,Yes
S11842,Math,Development.,2025-01-20,Pending,A,Yes
S03481,History,Performance Eye.,2024-12-31, Done ,A,-
S04045,Arabic,Ok Various.,2024-02-10,Not Done,A,Yes
S04580,Science,Ground Perform Firm Meeting.,2024-10-06,Done,C-,-
S11316,History,See.,2024-12-14,Done,C-,No
S09232,Geography,Feel Concern Opportunity.,2025-01-24,Not Done,C-,Yes
S03999,Arabic,Half Continue Fish.,2024-12-17, Done ,B-,-
S11234,Geography,Seek Note A.,2024-09-22,Not Done,D,No
S03452,English,Attack Chair Voice.,2024-12-08,Not Done,F,No
S09636,Geography,Remain Here Participant.,2024-10-05,Not Done,F,No
S09577,Arabic,Professor Ground.,2025-06-03,Not Done,B,Yes
S03242,Arabic,Own Despite.,2025-01-14,Not Done,A+,Yes
S00963,English,Partner Provide.,2024-11-02,Done,B-,-
S07038,Geography,Minute Recently Impact.,2024-12-03,Done,F,Yes
S07962,English,Place Every Idea Operation.,2024-09-28,Not Done,A,-
S02026,History,Agent Public.,2025-02-06,Done,F,Yes
S01616,English,Action Hard.,2025-02-09,Pending,A+,Yes
S06309,Math,Left.,2025-01-25,Not Done,B,Yes
S04172,Math,Section Move.,2024-09-13,Not Done,B,-
S07680,Geography,Environmental.,2024-10-28,Pending,C-,No
S05298,History,Project Citizen.,2025-01-20,Not Done,A,No
S07765,Geography,Better Audience Responsibility Detail.,2024-09-18,Not Done,A,No
S00460,English,Trouble Former.,2025-03-06,Pending,A+,No
S09136,Science,Stage Imagine Discuss.,2024-09-25,Not Done,B-,-
S11239,Science,Method.,2024-12-15,Not Done,D,Yes
S08832,Math,She.,2025-02-05,Not Done,F,Yes
S06242,History,Official Three West.,2024-11-25,Not Done,A,No
S04831,Arabic,Hope Toward.,2024-09-16, Done ,C-,-
S08039,English,Image Thank Key.,2024-10-14,Not Done,C-,-
S05835,Arabic,Year Person Attack.,2024-11-20, Done ,F,No
S03394,English,To One.,2025-01-27,Done,A+,-
S06292,Math,Hold Dinner Air Allow.,2024-11-07, Done ,B-,Yes
S04737,Geography,Call Follow Finally.,2024-10-27, Done ,C,Yes
S08735,Science,Wait Toward Everybody.,2024-10-14, Done ,C-,Yes
S04497,Arabic,Happy Artist Them.,2024-10-19,Done,B,Yes
S02525,Geography,Particularly Policy.,2024-09-27,Not Done,B-,No
S00897,Geography,Dark Avoid Success.,2024-09-20,Done,B-,No
S02797,Geography,Foreign More True.,2025-03-09,Pending,F,No
S01685,Geography,Drop Century National.,2024-10-04,Done,A,Yes
S08965,English,Challenge For Could.,2025-01-18,Not Done,A,-
S05447,Science,With Section New.,2024-12-12,Done,C,Yes
S03721,History,Ever Director.,2025-01-30,Not Done,C-,No
S02896,Math,Available Your.,2025-03-05,Done,F,Yes
S03596,Math,Third Feel Read.,2024-10-01,Pending,C,Yes
S06804,Geography,Seek World Last.,2025-01-30,Not Done,C-,No
S03039,English,Avoid Modern.,2024-07-12,Done,B-,No
S01978,English,World They.,2025-01-28,Done,A+,-
S10294,English,Decision Station Air Discover.,2024-12-17,Done,D,Yes
S10467,Math,Seven Opportunity.,2024-10-27,Done,C,Yes
S07430,History,Third Weight.,2024-11-26,Not Done,C-,-
S09923,Geography,Per Our Character.,2025-02-10,Pending,C-,No
S01991,Math,Course.,2025-02-24,Done,F,No
S01741,Arabic,Learn Imagine.,2024-10-24,Not Done,F,No
S02631,English,Another Class Home.,2025-01-21,Done,D,No
S10329,Math,Build In.,2025-02-15,Done,F,-
S08151,Math,How Rate.,2024-10-17,Not Done,D,Yes
S04950,English,Interest Guess Series.,2024-11-20,Not Done,F,-
S07866,History,Where Coach.,2024-09-25,Done,B-,Yes
S10220,Math,Behind Around Cause Together.,2025-01-08, Done ,F,Yes
S04722,History,Knowledge Democrat Teacher Where.,2024-09-16, Done ,C,-
S01922,History,Control Star Team Thus.,2024-10-17,Not Done,D,-
S06014,Math,Live During.,2024-10-15,Done,B-,-
S10851,English,Nice True.,2024-11-12,Pending,F,-
S04849,Math,Too Fund Second.,2025-02-15,Done,D,No
S09392,Science,None Few Time.,2024-11-13,Done,B-,-
S06071,Arabic,Each.,2024-12-30,Pending,A,Yes
S01243,Science,Site Become.,2025-01-26,Not Done,F,Yes
S05433,Arabic,Red Response Subject.,2024-12-03,Done,F,-
S09446,Math,Expect Reach.,2025-02-19,Not Done,C-,No
S09269,History,Wish Challenge.,2024-03-12,Done,B-,No
S03417,English,Management Million Account Yard.,2024-12-05, Done ,A,No
S06962,Geography,Because Cost.,2025-01-20,Not Done,C-,No
S12039,Geography,Easy World Home.,2025-01-14, Done ,B,No
S07400,Geography,Pressure Finish Expert.,2024-12-23,Not Done,A,-
S11658,History,Republican Simple.,2025-02-15,Not Done,C-,-
S03334,History,Level Throughout.,2025-02-19,Done,C,-
S06404,Arabic,Month Little.,2024-12-24, Done ,A+,No
S10452,Science,Room According Write.,2024-09-28,Done,C,Yes
S02125,Math,Four Them Hear.,2024-09-08,Pending,D,No
S05494,Arabic,Listen Fill.,2025-01-14,Done,D,-
S03286,History,Imagine Or Idea.,2024-12-12,Not Done,C-,-
S06436,Arabic,Stay Be Mission.,2025-08-02,Done,A,No
S08415,Science,Tend Friend Especially Human.,2024-11-04,Not Done,A+,Yes
S03642,Science,Positive.,2024-12-10,Not Done,A,-
S04672,Geography,Indicate Why.,2024-11-03,Not Done,B,-
S07611,History,Control Director.,2025-01-12,Not Done,A,-
S08738,English,Movie She.,2024-12-09,Not Done,B,-
S11241,Math,My Be Player.,2024-12-03,Not Done,C,Yes
S04703,Science,Perform Can Second.,2024-10-13, Done ,B,-
S03211,Geography,Let Scene.,2024-11-30,Not Done,B-,Yes
S00931,English,Floor Relationship.,2025-03-06,Pending,B,No
S11434,Science,Firm.,2025-03-02, Done ,B-,-
S02700,Geography,Nearly Open.,2025-02-22,Done,A+,-
S07475,Arabic,Close Offer.,2025-01-12,Done,A,Yes
S05740,English,Behind Security.,2024-10-10, Done ,C-,Yes
S08128,Arabic,Should Quite Traditional.,2024-12-20, Done ,C-,No
S11792,Science,Thus Central Develop.,2024-11-28,Done,D,-
S02907,Arabic,Old Indeed Maintain.,2025-02-18, Done ,C,Yes
S07240,English,Charge Service Authority.,2024-12-01,Pending,B,-
S04458,English,Official Market Painting.,2024-11-13,Pending,F,-
S10043,Science,Not Affect Sea.,2025-03-03,Done,C,No
S02978,Geography,Myself True Thing Weight.,2024-11-01,Done,B,-
S10632,Geography,Film Type Night.,2024-09-19,Not Done,A,No
S05313,Geography,Summer Guy Knowledge.,2025-02-02, Done ,D,No
S10702,Arabic,Receive Each Development.,2024-10-14,Not Done,C,-
S09699,Science,Somebody Small.,2024-04-10,Done,A,-
S05896,History,Economic Final New.,2025-01-28,Not Done,A,No
S11751,English,Center Speech Hundred.,2024-09-11,Done,A,Yes
S08392,History,Card Table.,2024-11-21,Not Done,B,No
S03533,Geography,Within Student Hear.,2025-02-09,Pending,C-,-
S08089,Arabic,Onto Ok.,2024-12-26,Not Done,F,Yes
S01498,Arabic,State.,2024-09-24,Done,D,No
S10939,English,Much House Happy.,2024-12-18, Done ,C-,Yes
S08116,Geography,Many Personal Matter.,2025-01-01,Done,C-,Yes
S05201,Math,Suggest.,2024-09-21,Not Done,D,-
S02986,Math,Share Official Strong.,2025-02-09,Done,C,-
S09692,English,Room Leader Upon.,2024-11-05,Not Done,A+,No
S08248,Geography,Mission Art Beautiful.,2024-12-28,Not Done,B,-
S00930,Science,Certain.,2025-02-12,Pending,F,No
S07738,Science,Rather Something.,2024-07-11,Done,A+,Yes
S02761,Arabic,Weight A.,2025-01-19,Done,A+,No
S11804,Math,Indeed Fall.,2024-11-20,Done,D,-
S03236,Arabic,Night Walk.,2025-01-20,Pending,A+,No
S10891,Arabic,Security Pull.,2024-12-16,Pending,A+,Yes
S08847,Science,Be Statement Hotel.,2024-11-01,Done,A,Yes
S04398,Geography,Performance Other Animal Such.,2024-09-29,Done,B,Yes
S11825,Arabic,Drug Ball Positive.,2024-12-31,Not Done,A,-
S02093,Math,Keep Focus Writer.,2024-11-04,Pending,A+,No
S06087,Geography,Wide Interesting Soon.,2025-01-27,Done,C-,No
S05363,History,Together Family.,2024-12-29,Not Done,C-,No
S01307,Math,Government Life Many Scene.,2024-12-27,Not Done,B-,-
S06246,English,Long Although Cost.,2024-10-11,Not Done,A+,-
S12096,English,Moment.,2025-02-12,Pending,B,-
S09719,History,Start Newspaper Blue.,2024-11-28, Done ,F,No
S07100,English,Campaign Pretty.,2024-11-14,Not Done,B,Yes
S04884,Science,Page Ball Center.,2024-11-21, Done ,A,No
S10924,English,Theory Team Song.,2024-10-30,Done,A,Yes
S09790,Math,Feel Technology.,2024-09-25,Done,D,No
S09814,Geography,Stock Work.,2025-02-07,Done,C-,No
S07858,English,Food Agency.,2025-01-29, Done ,B,-
S04641,Math,Hotel Win Candidate.,2024-12-31,Pending,A+,-
S08334,Arabic,Data Safe Left.,2024-12-25,Pending,F,-
S02326,History,Democratic None Fine.,2024-12-31,Done,D,-
S06331,Geography,Machine Soon.,2024-12-09,Pending,B,No
S10138,History,Woman Government.,2024-11-17,Done,A,No
S10953,Geography,Country Large Include.,2024-12-16,Not Done,B,No
S08572,Math,Discussion Quite.,2024-09-12,Pending,B-,Yes
S02955,English,Peace Central After.,2024-09-12,Not Done,B-,No
S09615,Science,Data Control.,2025-02-16,Done,F,No
S09969,Geography,Without Reveal Economic.,2024-09-09,Done,C-,Yes
S00906,Geography,Think Produce.,2024-10-16,Not Done,B-,-
S09028,History,Action Far.,2025-01-09,Pending,A+,-
S06849,History,Wonder Him Media.,2025-02-03,Pending,B,Yes
S09916,Math,Song American Billion.,2025-01-30, Done ,D,Yes
S00449,Arabic,Get Produce.,2024-07-11,Done,B-,Yes
S09447,Arabic,Theory Some Hour Want.,2024-12-27,Not Done,B,No
S11750,Geography,Member Hope Total Front.,2024-11-08,Pending,C,Yes
S11663,Science,Indeed Turn Every.,2024-12-02,Done,F,Yes
S01372,Math,Throughout Structure.,2024-10-30,Not Done,C-,No
S12104,Geography,Idea Feeling Analysis.,2024-09-29, Done ,C,-
S01746,Math,Item Guess.,2025-01-21,Done,C-,No
S04388,Arabic,Community Single Artist.,2025-01-19,Done,A+,Yes
S00521,English,Word Cover Three.,2024-09-19, Done ,C,No
S12065,Math,In.,2025-01-21,Done,B,-
S07262,Math,Administration Issue Music.,2024-11-18,Not Done,A,Yes
S03513,Geography,Model Generation Land.,2024-09-26,Done,A,Yes
S10457,History,Court Condition.,2024-10-16, Done ,D,-
S01269,English,Trouble Radio Owner Appear.,2024-10-10,Done,D,No
S08881,Arabic,Data Yard.,2024-12-31,Not Done,A+,Yes
S05510,History,Year Over.,2024-11-19, Done ,C-,No
S01309,History,She Space Nothing.,2024-11-19,Done,B-,No
S04384,Math,School Task Prevent.,2024-10-10,Not Done,C-,-
S05332,Math,Hot School Improve.,2024-12-22,Not Done,B,-
S01778,English,Choose.,2024-10-21,Done,B,-
S04612,History,Surface Star Thought.,2025-01-09,Not Done,C-,Yes
S11476,Geography,Section Industry Society.,2024-11-04,Pending,A+,No
S07498,English,Nature Really Wear Concern.,2024-09-18, Done ,B-,-
S03388,Math,Include Room Reach.,2024-10-21,Done,C-,-
S09594,Geography,Argue However Generation.,2024-10-22,Not Done,C-,-
S01015,History,Rise Ask Nature.,2025-02-14,Pending,B-,No
S00014,Science,Season Deal Hair.,2024-12-08,Done,C-,No
S02680,Math,Soon Generation.,2024-10-18,Done,C,Yes
S08161,Arabic,Role Where Spend Natural.,2025-02-11,Done,A+,Yes
S09366,Arabic,Use Trip Impact.,2024-09-13,Not Done,A+,Yes
S05778,Science,Speak Home.,2024-12-02,Done,A+,No
S07960,Science,Interest Meeting.,2024-12-01,Done,C,Yes
S10676,Science,Travel Send.,2025-01-16,Done,B,No
S07693,Science,Have Player Training.,2024-11-24,Not Done,A,-
S00467,Geography,Value Air Situation.,2025-02-05,Not Done,B-,No
S07077,Math,Member Sister Could.,2025-02-16,Not Done,B-,Yes
S07080,English,Window Require.,2025-02-21,Done,F,-
S11971,Math,Stay Director Detail.,2025-02-24,Done,B-,No
S03648,Math,Opportunity Cold.,2025-01-19,Pending,C,No
S04549,Geography,Knowledge Player.,2024-10-29,Done,B-,No
S03925,Science,Central Throw.,2025-01-01, Done ,B,No
S06103,English,Best Everyone.,2024-11-15,Done,D,No
S00337,Arabic,Window Strong Analysis.,2025-04-01,Done,C-,Yes
S00715,English,Throughout Have Very.,2025-02-25,Done,A,Yes
S09214,History,New Ability Especially.,2025-01-31,Done,A,No
S07547,Math,Charge Especially Become.,2024-09-08,Not Done,B,Yes
S09126,Geography,Hear Mean.,2024-10-12,Not Done,A+,No
S00751,History,Parent Program Record.,2024-09-24,Not Done,C-,No
S01294,Science,Him Bag Realize.,2024-12-22,Done,B,-
S01386,Math,Enter Enough Or Daughter.,2025-01-21,Pending,C-,Yes
S10800,Math,Side.,2024-09-20, Done ,A,No
S09650,Geography,Beautiful Write Force.,2024-10-18,Not Done,B,Yes
S04144,Arabic,International.,2024-10-18,Done,D,Yes
S05196,Geography,Every Operation His.,2024-12-11,Pending,A+,-
S11801,Geography,Theory Popular Still.,2025-03-01,Done,A,Yes
S07825,Geography,Prepare Strategy.,2025-01-12,Pending,F,-
S06917,English,Seven Some Realize Young.,2024-12-17,Not Done,C-,Yes
S08743,Science,Both Exactly Wall.,2024-10-27,Done,A,Yes
S04339,English,Food Feel.,2024-09-10,Done,C-,-
S01538,Math,Worker Specific Leave Serious.,2024-12-17,Pending,C-,Yes
S06407,English,Fight Treatment Professor.,2024-09-12,Not Done,C-,Yes
S05690,Math,No.,2024-09-23,Pending,C-,No
S11521,Geography,Report Debate.,2024-09-10,Done,A+,-
S08576,English,Child Color.,2024-11-18,Pending,A,Yes
S06603,Science,Ten Member.,2025-02-20,Done,F,-
S04520,Geography,Remain Understand.,2025-01-15,Pending,F,Yes
S10408,History,Traditional State.,2025-02-17,Pending,C,No
S05777,Arabic,Perform Low American.,2024-09-08,Pending,A+,-
S07496,Geography,After Return.,2024-09-13,Not Done,C,No
S02977,History,Wife.,2024-11-27,Done,A+,-
S11466,History,Lay Less.,2024-06-11, Done ,B,Yes
S09037,Math,Claim Would.,2024-10-24,Done,B-,Yes
S09840,English,Hard Few State Whom.,2024-10-04,Done,C,-
S04617,Arabic,Should Yourself To.,2025-02-07,Done,C,No
S10765,Math,Myself Break Energy.,2024-11-30,Done,A,Yes
S05852,History,Contain Participant Situation.,2024-09-20,Done,B,No
S09521,Math,Support.,2024-08-09,Done,A+,-
S06679,Science,Dog Television.,2024-11-18, Done ,B,No
S02176,Science,Author Line.,2024-09-11,Done,C-,Yes
S09089,Arabic,Mind Father.,2024-10-03, Done ,C,-
S06659,Arabic,Author Agent Future.,2024-11-25,Not Done,A,No
S00870,History,Indicate Summer Feeling.,2024-10-09,Done,B,No
S01709,History,Door Hotel Art.,2024-10-22,Not Done,F,Yes
S09791,Math,Base.,2024-11-14, Done ,C-,Yes
S06399,History,Lawyer.,2024-09-09,Pending,D,No
S07772,Math,Body Door Western.,2024-09-27,Done,C-,No
S04685,English,Answer.,2024-12-15,Pending,D,Yes
S01138,Arabic,Pull.,2024-09-15, Done ,B,Yes
S02350,Arabic,Whom Usually.,2025-02-07,Not Done,D,-
S00244,Arabic,Serve Simply Movie.,2024-11-30,Pending,D,No
S11241,Science,Much Grow Give.,2025-03-03,Done,A,-
S07826,Science,Million Report Reality.,2025-02-14,Pending,B,No
S05399,Arabic,Week Establish Artist.,2024-11-15,Pending,A,-
S08103,Arabic,Teach History Floor.,2024-11-08,Not Done,D,No
S11767,History,Light Task.,2025-01-02,Not Done,C,Yes
S01805,Science,Democrat Trip Window.,2025-05-01, Done ,C,No
S01760,Math,Yeah Leg.,2024-11-25,Not Done,D,-
S03279,History,Make Recognize.,2024-11-06,Pending,A+,No
S10176,History,News Government.,2025-01-09,Done,A+,-
S09858,Geography,Little Story.,2024-10-22, Done ,F,No
S06894,Geography,Teach Behavior Attorney Song.,2024-11-02,Pending,A,Yes
S08603,Math,Agree Director.,2024-10-30,Done,A+,Yes
S06028,Science,Field Hard Relate Step.,2024-10-15, Done ,B,-
S03490,Geography,Generation Cover.,2024-11-25,Pending,B,No
S04104,Math,Try Painting Worry.,2024-12-19,Not Done,D,Yes
S07009,Geography,Too Measure Later.,2024-11-30,Done,B-,No
S05028,English,General Enjoy.,2025-02-18,Done,A+,Yes
S06234,History,Police Contain.,2024-02-12,Not Done,B-,No
S03607,Math,Like Speak Lose.,2025-01-11,Pending,B-,-
S06655,English,Born About Author.,2024-10-17, Done ,C,Yes
S05598,Arabic,Family Special.,2024-11-18,Done,B-,-
S09017,Science,Measure Writer.,2025-03-03, Done ,B,-
S10481,Math,Reason.,2024-12-16,Pending,D,No
S12047,English,Anyone Lose.,2025-03-06,Not Done,B,No
S01677,Science,Or.,2024-12-02,Not Done,C-,No
S10832,English,Particularly Character.,2024-10-24,Pending,A,Yes
S07524,Geography,Never These School.,2024-10-13, Done ,A,Yes
S07958,English,Important Unit Drug History.,2024-10-23,Done,A+,Yes
S02022,History,Data.,2024-09-16,Pending,D,-
S01523,Science,Pattern Bank Sign.,2025-02-01,Not Done,A+,No
S01105,English,Make Town Strategy.,2024-12-25, Done ,D,No
S04866,Geography,Impact Movement Ability.,2024-11-01, Done ,B-,Yes
S03351,Science,Rate Among To.,2024-11-18,Not Done,D,Yes
S07657,History,Power Best You.,2024-10-05,Pending,D,-
S11581,Arabic,He.,2025-02-06,Not Done,B,-
S02136,History,School Degree Song.,2025-02-27,Done,B,-
S03155,Geography,Land Call Police.,2025-02-19,Done,C,Yes
S04428,Geography,Probably Because Question.,2024-10-13,Pending,B-,No
S01379,Arabic,Serve Ability Machine.,2024-10-03,Done,A,No
S09168,Science,Edge Main Car.,2025-02-10,Not Done,A+,No
S00540,Geography,Those Listen.,2025-02-25,Done,A+,No
S07736,Geography,Require Trip Front Reveal.,2025-01-22,Pending,C-,Yes
S04304,English,Together Culture.,2024-11-24, Done ,C,-
S04266,Science,Catch World.,2025-09-01, Done ,B,-
S12094,History,Military Every Better Ask.,2025-03-08, Done ,D,No
S08259,History,West Manager.,2024-06-12,Not Done,A,-
S08756,History,Hundred.,2025-01-13,Not Done,B-,Yes
S03960,Science,National Drop Choose.,2024-12-16, Done ,A+,No
S08652,Science,Others.,2024-09-22,Not Done,C-,No
S01181,Arabic,Trouble Always.,2024-09-11,Pending,A,No
S09097,Arabic,Situation Pm.,2024-11-26,Not Done,A,-
S09750,Arabic,Entire Interest.,2025-02-08,Done,C-,Yes
S02065,Arabic,Yard Should Gun.,2024-11-03,Not Done,C,Yes
S09904,Arabic,Start Treat.,2025-02-24,Pending,A,Yes
S00324,Science,Through Speak Avoid.,2025-01-27,Not Done,C,No
S02989,Arabic,I Shoulder Operation.,2024-09-13,Not Done,B-,Yes
